gene_id	reads_per_gene	transcript	reads_per_transcript
ENSG00000152061.23	23	ENST00000486220.5	3
ENSG00000152076.19	1	ENST00000409943.8	1
ENSG00000152082.15	1	ENST00000425361.5	1
ENSG00000152092.16	3	ENST00000361833.7	2
ENSG00000152092.16	3	ENST00000424564.2	1
ENSG00000152102.18	4	ENST00000409185.5	4
ENSG00000152104.12	37	ENST00000366956.10	18
ENSG00000152104.12	37	ENST00000543945.5	19
ENSG00000152117.17	12	ENST00000415574.6	1
ENSG00000152117.17	12	ENST00000438378.2	11
ENSG00000152128.13	1	ENST00000281924.6	1
ENSG00000152133.16	5	ENST00000281932.6	1
ENSG00000152133.16	5	ENST00000674370.2	4
ENSG00000152137.8	4	ENST00000281938.7	4
ENSG00000152147.11	1	ENST00000281950.8	1
ENSG00000152154.11	2	ENST00000281961.3	2
ENSG00000152193.8	160	ENST00000282003.7	160
ENSG00000152208.13	15	ENST00000611049.4	15
ENSG00000152213.4	2	ENST00000282026.2	2
ENSG00000152219.5	64	ENST00000282032.4	63
ENSG00000152219.5	64	ENST00000532047.1	1
ENSG00000152223.15	12	ENST00000282041.11	5
ENSG00000152223.15	12	ENST00000587974.1	1
ENSG00000152223.15	12	ENST00000590854.5	6
ENSG00000152229.18	1	ENST00000409746.5	1
ENSG00000152234.16	2516	ENST00000398752.11	2440
ENSG00000152234.16	2516	ENST00000586592.5	21
ENSG00000152234.16	2516	ENST00000590156.5	51
ENSG00000152234.16	2516	ENST00000590665.5	4
ENSG00000152240.13	16	ENST00000282058.11	14
ENSG00000152240.13	16	ENST00000591715.5	2
ENSG00000152242.11	8	ENST00000619301.4	8
ENSG00000152253.9	24	ENST00000282074.7	24
ENSG00000152256.14	11	ENST00000282077.8	1
ENSG00000152256.14	11	ENST00000392571.6	7
ENSG00000152256.14	11	ENST00000410055.5	1
ENSG00000152256.14	11	ENST00000466437.1	2
ENSG00000152270.9	6	ENST00000282096.9	3
ENSG00000152270.9	6	ENST00000455098.2	3
ENSG00000152284.5	15	ENST00000282111.4	15
ENSG00000152291.14	52	ENST00000377386.8	38
ENSG00000152291.14	52	ENST00000398263.6	13
ENSG00000152291.14	52	ENST00000444342.2	1
ENSG00000152332.16	14	ENST00000282169.8	4
ENSG00000152332.16	14	ENST00000489294.2	10
ENSG00000152348.16	6	ENST00000282185.8	2
ENSG00000152348.16	6	ENST00000458350.7	4
ENSG00000152359.15	9	ENST00000428202.7	9
ENSG00000152377.14	1	ENST00000282223.11	1
ENSG00000152382.6	46	ENST00000367874.5	44
ENSG00000152382.6	46	ENST00000467021.1	2
ENSG00000152402.11	2	ENST00000347596.2	1
ENSG00000152402.11	2	ENST00000526355.7	1
ENSG00000152404.15	47	ENST00000282251.9	47
ENSG00000152409.9	1	ENST00000396137.5	1
ENSG00000152413.15	28	ENST00000334082.11	21
ENSG00000152413.15	28	ENST00000460741.1	5
ENSG00000152413.15	28	ENST00000508576.5	1
ENSG00000152413.15	28	ENST00000535690.1	1
ENSG00000152422.16	41	ENST00000282268.7	1
ENSG00000152422.16	41	ENST00000338635.10	19
ENSG00000152422.16	41	ENST00000396027.9	16
ENSG00000152422.16	41	ENST00000511817.1	3
ENSG00000152422.16	41	ENST00000542685.5	2
ENSG00000152433.15	1	ENST00000282282.4	1
ENSG00000152439.13	4	ENST00000282292.9	1
ENSG00000152439.13	4	ENST00000598770.5	3
ENSG00000152443.13	4	ENST00000317178.10	2
ENSG00000152443.13	4	ENST00000489376.1	2
ENSG00000152454.4	8	ENST00000282308.4	5
ENSG00000152454.4	8	ENST00000598928.1	3
ENSG00000152455.16	58	ENST00000313519.9	4
ENSG00000152455.16	58	ENST00000354919.11	21
ENSG00000152455.16	58	ENST00000378331.5	33
ENSG00000152457.18	6	ENST00000378258.5	3
ENSG00000152457.18	6	ENST00000378278.7	3
ENSG00000152465.18	6	ENST00000378150.1	2
ENSG00000152465.18	6	ENST00000378165.9	4
ENSG00000152484.14	10	ENST00000282344.11	10
ENSG00000152492.15	6	ENST00000392456.4	6
ENSG00000152495.11	1	ENST00000282356.9	1
ENSG00000152503.10	20	ENST00000282369.7	1
ENSG00000152503.10	20	ENST00000513154.6	19
ENSG00000152520.14	1	ENST00000399613.1	1
ENSG00000152556.17	205	ENST00000340802.12	2
ENSG00000152556.17	205	ENST00000359794.11	171
ENSG00000152556.17	205	ENST00000546964.5	5
ENSG00000152556.17	205	ENST00000547066.5	1
ENSG00000152556.17	205	ENST00000547587.5	26
ENSG00000152558.15	44	ENST00000398136.7	25
ENSG00000152558.15	44	ENST00000528969.5	19
ENSG00000152578.13	4	ENST00000527669.1	4
ENSG00000152580.8	1	ENST00000282466.3	1
ENSG00000152582.14	1	ENST00000509059.5	1
ENSG00000152583.12	2	ENST00000282470.10	2
ENSG00000152601.17	7	ENST00000282486.10	3
ENSG00000152601.17	7	ENST00000282488.11	3
ENSG00000152601.17	7	ENST00000497971.1	1
ENSG00000152620.13	6	ENST00000282512.7	5
ENSG00000152620.13	6	ENST00000381937.9	1
ENSG00000152642.11	3	ENST00000282541.10	3
ENSG00000152661.9	979	ENST00000282561.4	975
ENSG00000152661.9	979	ENST00000647564.1	1
ENSG00000152661.9	979	ENST00000649003.1	3
ENSG00000152683.14	30	ENST00000282587.9	22
ENSG00000152683.14	30	ENST00000379343.6	3
ENSG00000152683.14	30	ENST00000435660.5	3
ENSG00000152683.14	30	ENST00000440718.5	1
ENSG00000152683.14	30	ENST00000449777.5	1
ENSG00000152684.11	86	ENST00000274311.3	86
ENSG00000152700.14	17	ENST00000402673.7	16
ENSG00000152700.14	17	ENST00000439578.5	1
ENSG00000152749.8	26	ENST00000376958.5	26
ENSG00000152760.10	2	ENST00000282670.7	2
ENSG00000152763.17	1	ENST00000371022.3	1
ENSG00000152767.17	30	ENST00000319562.11	24
ENSG00000152767.17	30	ENST00000627049.2	6
ENSG00000152778.9	12	ENST00000371795.5	12
ENSG00000152779.14	4	ENST00000371790.5	4
ENSG00000152782.16	20	ENST00000307534.8	1
ENSG00000152782.16	20	ENST00000322191.10	4
ENSG00000152782.16	20	ENST00000342512.3	15
ENSG00000152795.17	389	ENST00000295470.9	63
ENSG00000152795.17	389	ENST00000349655.8	13
ENSG00000152795.17	389	ENST00000502762.4	2
ENSG00000152795.17	389	ENST00000507721.5	144
ENSG00000152795.17	389	ENST00000514511.1	7
ENSG00000152795.17	389	ENST00000602300.5	154
ENSG00000152795.17	389	ENST00000614627.4	4
ENSG00000152795.17	389	ENST00000630114.2	1
ENSG00000152795.17	389	ENST00000630827.1	1
ENSG00000152818.18	23	ENST00000367526.8	8
ENSG00000152818.18	23	ENST00000367545.7	15
ENSG00000152894.14	73	ENST00000368213.9	11
ENSG00000152894.14	73	ENST00000368215.7	9
ENSG00000152894.14	73	ENST00000368226.8	42
ENSG00000152894.14	73	ENST00000392449.4	1
ENSG00000152894.14	73	ENST00000524481.5	3
ENSG00000152894.14	73	ENST00000524534.5	6
ENSG00000152894.14	73	ENST00000525459.1	1
ENSG00000152904.11	45	ENST00000282841.9	44
ENSG00000152904.11	45	ENST00000391855.2	1
ENSG00000152910.19	2	ENST00000307431.12	1
ENSG00000152910.19	2	ENST00000622250.4	1
ENSG00000152926.15	2	ENST00000610793.1	2
ENSG00000152932.8	5	ENST00000282878.6	5
ENSG00000152939.17	26	ENST00000325631.10	11
ENSG00000152939.17	26	ENST00000413223.3	6
ENSG00000152939.17	26	ENST00000436532.7	2
ENSG00000152939.17	26	ENST00000454295.6	6
ENSG00000152939.17	26	ENST00000645446.1	1
ENSG00000152942.19	115	ENST00000305138.8	7
ENSG00000152942.19	115	ENST00000354312.7	64
ENSG00000152942.19	115	ENST00000354868.10	2
ENSG00000152942.19	115	ENST00000380774.7	8
ENSG00000152942.19	115	ENST00000506564.5	1
ENSG00000152942.19	115	ENST00000521422.5	8
ENSG00000152942.19	115	ENST00000616683.4	25
ENSG00000152944.9	87	ENST00000282892.4	86
ENSG00000152944.9	87	ENST00000536503.5	1
ENSG00000152952.12	22	ENST00000282903.10	4
ENSG00000152952.12	22	ENST00000360060.7	13
ENSG00000152952.12	22	ENST00000461497.5	1
ENSG00000152952.12	22	ENST00000494950.5	4
ENSG00000152969.20	2	ENST00000409371.8	1
ENSG00000152969.20	2	ENST00000457227.2	1
ENSG00000152990.14	24	ENST00000282943.9	5
ENSG00000152990.14	24	ENST00000334304.10	16
ENSG00000152990.14	24	ENST00000499527.6	3
ENSG00000153006.16	84	ENST00000513458.9	84
ENSG00000153012.12	1	ENST00000382114.9	1
ENSG00000153015.16	76	ENST00000381070.8	66
ENSG00000153015.16	76	ENST00000508024.1	10
ENSG00000153037.15	21	ENST00000445150.3	3
ENSG00000153037.15	21	ENST00000505459.6	17
ENSG00000153037.15	21	ENST00000515755.1	1
ENSG00000153044.10	3	ENST00000283006.7	2
ENSG00000153044.10	3	ENST00000510742.1	1
ENSG00000153046.18	21	ENST00000343762.5	21
ENSG00000153048.11	305	ENST00000311052.10	290
ENSG00000153048.11	305	ENST00000396593.6	1
ENSG00000153048.11	305	ENST00000567908.5	1
ENSG00000153048.11	305	ENST00000568968.1	12
ENSG00000153048.11	305	ENST00000614449.4	1
ENSG00000153064.12	1	ENST00000508653.5	1
ENSG00000153066.12	2	ENST00000283033.9	1
ENSG00000153066.12	2	ENST00000356957.7	1
ENSG00000153071.15	11	ENST00000320816.11	11
ENSG00000153093.19	20	ENST00000340561.8	15
ENSG00000153093.19	20	ENST00000439055.6	5
ENSG00000153094.24	5	ENST00000308659.12	1
ENSG00000153094.24	5	ENST00000393256.8	1
ENSG00000153094.24	5	ENST00000415458.5	1
ENSG00000153094.24	5	ENST00000433098.5	1
ENSG00000153094.24	5	ENST00000621302.4	1
ENSG00000153107.13	82	ENST00000341068.8	78
ENSG00000153107.13	82	ENST00000427997.5	1
ENSG00000153107.13	82	ENST00000462785.1	3
ENSG00000153113.24	12	ENST00000348386.7	1
ENSG00000153113.24	12	ENST00000395813.5	1
ENSG00000153113.24	12	ENST00000508579.5	1
ENSG00000153113.24	12	ENST00000509903.5	1
ENSG00000153113.24	12	ENST00000510500.5	1
ENSG00000153113.24	12	ENST00000510756.6	1
ENSG00000153113.24	12	ENST00000511049.5	1
ENSG00000153113.24	12	ENST00000515663.5	2
ENSG00000153113.24	12	ENST00000675614.1	1
ENSG00000153113.24	12	ENST00000675734.1	2
ENSG00000153130.17	92	ENST00000394201.8	72
ENSG00000153130.17	92	ENST00000502535.1	5
ENSG00000153130.17	92	ENST00000506597.1	14
ENSG00000153130.17	92	ENST00000614192.4	1
ENSG00000153132.13	18	ENST00000325617.10	18
ENSG00000153140.9	14	ENST00000283122.8	8
ENSG00000153140.9	14	ENST00000522565.5	5
ENSG00000153140.9	14	ENST00000522864.5	1
ENSG00000153147.6	155	ENST00000283131.4	155
ENSG00000153157.13	2	ENST00000283141.11	2
ENSG00000153162.9	1	ENST00000283147.7	1
ENSG00000153187.20	183	ENST00000366525.8	9
ENSG00000153187.20	183	ENST00000366527.4	9
ENSG00000153187.20	183	ENST00000440865.2	54
ENSG00000153187.20	183	ENST00000444376.7	4
ENSG00000153187.20	183	ENST00000483966.3	2
ENSG00000153187.20	183	ENST00000638716.1	78
ENSG00000153187.20	183	ENST00000639628.1	15
ENSG00000153187.20	183	ENST00000639880.1	7
ENSG00000153187.20	183	ENST00000640001.1	2
ENSG00000153187.20	183	ENST00000640218.2	1
ENSG00000153187.20	183	ENST00000649899.1	2
ENSG00000153201.16	163	ENST00000283195.11	163
ENSG00000153207.16	31	ENST00000366508.5	25
ENSG00000153207.16	31	ENST00000470300.5	5
ENSG00000153207.16	31	ENST00000498601.1	1
ENSG00000153208.17	3	ENST00000295408.9	3
ENSG00000153214.11	3	ENST00000649734.1	3
ENSG00000153233.13	2	ENST00000283228.7	2
ENSG00000153246.13	1	ENST00000392771.1	1
ENSG00000153250.20	15	ENST00000348849.8	2
ENSG00000153250.20	15	ENST00000392753.7	2
ENSG00000153250.20	15	ENST00000409972.5	3
ENSG00000153250.20	15	ENST00000464200.1	1
ENSG00000153250.20	15	ENST00000474147.5	1
ENSG00000153250.20	15	ENST00000474820.5	2
ENSG00000153250.20	15	ENST00000477965.1	3
ENSG00000153250.20	15	ENST00000490637.5	1
ENSG00000153310.19	52	ENST00000519540.5	11
ENSG00000153310.19	52	ENST00000519824.6	26
ENSG00000153310.19	52	ENST00000520887.1	1
ENSG00000153310.19	52	ENST00000522250.5	14
ENSG00000153317.15	14	ENST00000519169.5	1
ENSG00000153317.15	14	ENST00000519483.5	6
ENSG00000153317.15	14	ENST00000521075.5	2
ENSG00000153317.15	14	ENST00000524124.5	5
ENSG00000153339.14	26	ENST00000283351.9	1
ENSG00000153339.14	26	ENST00000580104.5	1
ENSG00000153339.14	26	ENST00000582539.5	24
ENSG00000153363.13	1	ENST00000664255.1	1
ENSG00000153391.16	10	ENST00000334598.12	7
ENSG00000153391.16	10	ENST00000441607.6	2
ENSG00000153391.16	10	ENST00000591139.1	1
ENSG00000153395.10	4	ENST00000283415.4	4
ENSG00000153404.14	36	ENST00000283426.11	6
ENSG00000153404.14	36	ENST00000502646.1	2
ENSG00000153404.14	36	ENST00000504041.1	1
ENSG00000153404.14	36	ENST00000637938.1	27
ENSG00000153406.13	22	ENST00000283429.10	6
ENSG00000153406.13	22	ENST00000404295.7	11
ENSG00000153406.13	22	ENST00000574425.5	5
ENSG00000153446.15	3	ENST00000472572.7	3
ENSG00000153485.6	3	ENST00000283534.4	2
ENSG00000153485.6	3	ENST00000415050.3	1
ENSG00000153487.13	8	ENST00000333219.9	2
ENSG00000153487.13	8	ENST00000375774.3	6
ENSG00000153558.16	5	ENST00000484457.6	5
ENSG00000153560.12	24	ENST00000283628.9	9
ENSG00000153560.12	24	ENST00000283629.8	2
ENSG00000153560.12	24	ENST00000447368.6	6
ENSG00000153560.12	24	ENST00000466441.5	5
ENSG00000153560.12	24	ENST00000486388.5	1
ENSG00000153560.12	24	ENST00000492136.1	1
ENSG00000153561.13	15	ENST00000283632.5	12
ENSG00000153561.13	15	ENST00000471113.1	1
ENSG00000153561.13	15	ENST00000472843.5	2
ENSG00000153574.9	11	ENST00000283646.5	11
ENSG00000153707.17	13	ENST00000486161.5	2
ENSG00000153707.17	13	ENST00000540109.5	4
ENSG00000153707.17	13	ENST00000651105.1	7
ENSG00000153721.19	7	ENST00000433165.6	4
ENSG00000153721.19	7	ENST00000479339.5	3
ENSG00000153767.10	67	ENST00000283875.6	67
ENSG00000153774.9	56	ENST00000283882.4	54
ENSG00000153774.9	56	ENST00000564286.1	2
ENSG00000153786.13	6	ENST00000313732.9	4
ENSG00000153786.13	6	ENST00000566909.1	2
ENSG00000153814.13	20	ENST00000283928.10	20
ENSG00000153823.19	1	ENST00000392055.8	1
ENSG00000153827.14	70	ENST00000389044.8	1
ENSG00000153827.14	70	ENST00000479037.5	1
ENSG00000153827.14	70	ENST00000675423.1	63
ENSG00000153827.14	70	ENST00000675453.1	3
ENSG00000153827.14	70	ENST00000675903.1	2
ENSG00000153832.12	3	ENST00000283946.8	3
ENSG00000153879.9	7	ENST00000284000.9	7
ENSG00000153885.14	13	ENST00000430256.3	13
ENSG00000153896.19	2	ENST00000587354.6	1
ENSG00000153896.19	2	ENST00000588760.1	1
ENSG00000153898.13	2	ENST00000370608.8	1
ENSG00000153898.13	2	ENST00000530971.1	1
ENSG00000153904.21	13	ENST00000284031.13	1
ENSG00000153904.21	13	ENST00000633113.1	12
ENSG00000153914.16	86	ENST00000284041.7	16
ENSG00000153914.16	86	ENST00000334121.11	53
ENSG00000153914.16	86	ENST00000519205.1	2
ENSG00000153914.16	86	ENST00000519259.5	4
ENSG00000153914.16	86	ENST00000520058.1	5
ENSG00000153914.16	86	ENST00000520580.5	1
ENSG00000153914.16	86	ENST00000522214.1	2
ENSG00000153914.16	86	ENST00000522912.5	1
ENSG00000153914.16	86	ENST00000524111.5	2
ENSG00000153922.11	73	ENST00000284049.7	44
ENSG00000153922.11	73	ENST00000512392.5	6
ENSG00000153922.11	73	ENST00000513064.1	2
ENSG00000153922.11	73	ENST00000514344.5	5
ENSG00000153922.11	73	ENST00000614616.5	16
ENSG00000153933.10	1	ENST00000284061.8	1
ENSG00000153936.17	52	ENST00000370550.10	52
ENSG00000153944.12	11	ENST00000284073.7	5
ENSG00000153944.12	11	ENST00000416426.6	1
ENSG00000153944.12	11	ENST00000442934.6	3
ENSG00000153944.12	11	ENST00000674964.1	2
ENSG00000153956.16	11	ENST00000356253.9	11
ENSG00000153975.10	23	ENST00000368576.8	23
ENSG00000153982.11	8	ENST00000284116.9	8
ENSG00000153989.8	35	ENST00000368494.4	35
ENSG00000153993.13	3	ENST00000284136.10	2
ENSG00000153993.13	3	ENST00000484038.1	1
ENSG00000154001.14	7	ENST00000337537.8	3
ENSG00000154001.14	7	ENST00000556484.5	4
ENSG00000154027.19	2	ENST00000344720.9	2
ENSG00000154040.20	11	ENST00000399496.7	2
ENSG00000154040.20	11	ENST00000582229.1	1
ENSG00000154040.20	11	ENST00000621648.4	6
ENSG00000154040.20	11	ENST00000627314.1	2
ENSG00000154059.11	83	ENST00000284202.9	74
ENSG00000154059.11	83	ENST00000580706.1	7
ENSG00000154059.11	83	ENST00000581278.1	2
ENSG00000154065.17	2	ENST00000322980.13	1
ENSG00000154065.17	2	ENST00000585908.2	1
ENSG00000154080.14	3	ENST00000580774.2	1
ENSG00000154080.14	3	ENST00000618847.5	2
ENSG00000154096.14	180	ENST00000284240.10	164
ENSG00000154096.14	180	ENST00000524659.1	1
ENSG00000154096.14	180	ENST00000524970.5	1
ENSG00000154096.14	180	ENST00000528295.5	7
ENSG00000154096.14	180	ENST00000528522.5	3
ENSG00000154096.14	180	ENST00000532974.1	3
ENSG00000154096.14	180	ENST00000580275.5	1
ENSG00000154114.12	3	ENST00000529397.5	3
ENSG00000154122.14	2	ENST00000502585.1	2
ENSG00000154124.5	3	ENST00000284274.5	3
ENSG00000154127.10	3	ENST00000284273.6	3
ENSG00000154134.15	4	ENST00000525482.5	3
ENSG00000154134.15	4	ENST00000529658.5	1
ENSG00000154144.13	49	ENST00000284290.8	26
ENSG00000154144.13	49	ENST00000438907.3	3
ENSG00000154144.13	49	ENST00000441174.8	14
ENSG00000154144.13	49	ENST00000473629.6	6
ENSG00000154174.8	23	ENST00000284320.6	23
ENSG00000154188.10	6	ENST00000297450.7	2
ENSG00000154188.10	6	ENST00000517746.6	4
ENSG00000154217.15	1	ENST00000578527.1	1
ENSG00000154222.14	13	ENST00000284376.7	12
ENSG00000154222.14	13	ENST00000450942.2	1
ENSG00000154237.13	1	ENST00000532145.1	1
ENSG00000154240.17	4	ENST00000535342.7	2
ENSG00000154240.17	4	ENST00000537949.5	1
ENSG00000154240.17	4	ENST00000583358.1	1
ENSG00000154265.16	3	ENST00000591234.5	3
ENSG00000154277.13	315	ENST00000284440.9	300
ENSG00000154277.13	315	ENST00000472501.5	5
ENSG00000154277.13	315	ENST00000503431.5	2
ENSG00000154277.13	315	ENST00000508768.5	2
ENSG00000154277.13	315	ENST00000514764.5	6
ENSG00000154305.18	54	ENST00000340535.11	19
ENSG00000154305.18	54	ENST00000344922.10	10
ENSG00000154305.18	54	ENST00000354906.7	2
ENSG00000154305.18	54	ENST00000470521.1	23
ENSG00000154309.9	3	ENST00000284476.7	3
ENSG00000154310.17	4	ENST00000470834.5	1
ENSG00000154310.17	4	ENST00000475336.5	1
ENSG00000154310.17	4	ENST00000496492.5	2
ENSG00000154316.16	1	ENST00000636013.1	1
ENSG00000154328.16	24	ENST00000284503.7	7
ENSG00000154328.16	24	ENST00000436750.7	12
ENSG00000154328.16	24	ENST00000455213.6	4
ENSG00000154328.16	24	ENST00000524741.1	1
ENSG00000154358.21	3	ENST00000284548.16	1
ENSG00000154358.21	3	ENST00000664957.1	2
ENSG00000154359.13	23	ENST00000524526.2	4
ENSG00000154359.13	23	ENST00000525024.5	5
ENSG00000154359.13	23	ENST00000526680.5	6
ENSG00000154359.13	23	ENST00000527055.1	1
ENSG00000154359.13	23	ENST00000533751.5	7
ENSG00000154370.16	3	ENST00000475775.1	2
ENSG00000154370.16	3	ENST00000493030.6	1
ENSG00000154380.17	84	ENST00000358675.6	31
ENSG00000154380.17	84	ENST00000366843.6	8
ENSG00000154380.17	84	ENST00000366844.7	33
ENSG00000154380.17	84	ENST00000483952.1	1
ENSG00000154380.17	84	ENST00000498108.5	8
ENSG00000154380.17	84	ENST00000635051.1	3
ENSG00000154447.15	15	ENST00000284637.14	11
ENSG00000154447.15	15	ENST00000508685.1	3
ENSG00000154447.15	15	ENST00000511421.5	1
ENSG00000154473.18	395	ENST00000368858.9	194
ENSG00000154473.18	395	ENST00000368859.6	1
ENSG00000154473.18	395	ENST00000368865.9	193
ENSG00000154473.18	395	ENST00000407911.2	3
ENSG00000154473.18	395	ENST00000481952.1	4
ENSG00000154511.12	22	ENST00000370310.5	18
ENSG00000154511.12	22	ENST00000613047.4	3
ENSG00000154511.12	22	ENST00000613902.4	1
ENSG00000154518.9	178	ENST00000284727.8	165
ENSG00000154518.9	178	ENST00000392541.3	10
ENSG00000154518.9	178	ENST00000409194.5	2
ENSG00000154518.9	178	ENST00000497075.5	1
ENSG00000154529.15	1	ENST00000617422.4	1
ENSG00000154545.16	6	ENST00000471932.5	2
ENSG00000154545.16	6	ENST00000497348.1	2
ENSG00000154545.16	6	ENST00000498483.5	2
ENSG00000154553.16	4	ENST00000284771.7	3
ENSG00000154553.16	4	ENST00000504011.5	1
ENSG00000154556.18	3	ENST00000437304.6	1
ENSG00000154556.18	3	ENST00000470685.5	1
ENSG00000154556.18	3	ENST00000476311.5	1
ENSG00000154582.17	24	ENST00000518127.5	2
ENSG00000154582.17	24	ENST00000519082.5	5
ENSG00000154582.17	24	ENST00000519487.5	2
ENSG00000154582.17	24	ENST00000520242.6	14
ENSG00000154582.17	24	ENST00000522337.5	1
ENSG00000154639.19	608	ENST00000284878.12	574
ENSG00000154639.19	608	ENST00000356275.10	1
ENSG00000154639.19	608	ENST00000400166.5	16
ENSG00000154639.19	608	ENST00000400169.1	17
ENSG00000154640.15	2	ENST00000471860.1	1
ENSG00000154640.15	2	ENST00000496601.1	1
ENSG00000154642.11	34	ENST00000284881.9	31
ENSG00000154642.11	34	ENST00000400558.7	2
ENSG00000154642.11	34	ENST00000400559.7	1
ENSG00000154655.16	1	ENST00000317931.12	1
ENSG00000154710.18	23	ENST00000284957.9	19
ENSG00000154710.18	23	ENST00000439720.3	1
ENSG00000154710.18	23	ENST00000450873.6	1
ENSG00000154710.18	23	ENST00000484547.7	2
ENSG00000154719.14	6	ENST00000352957.9	6
ENSG00000154721.15	8	ENST00000312957.9	1
ENSG00000154721.15	8	ENST00000400532.5	2
ENSG00000154721.15	8	ENST00000480456.6	5
ENSG00000154723.12	2	ENST00000284971.7	1
ENSG00000154723.12	2	ENST00000400093.3	1
ENSG00000154727.10	58	ENST00000354828.7	15
ENSG00000154727.10	58	ENST00000400075.3	43
ENSG00000154734.15	4	ENST00000284984.8	3
ENSG00000154734.15	4	ENST00000492656.1	1
ENSG00000154743.18	24	ENST00000284995.11	1
ENSG00000154743.18	24	ENST00000402228.7	12
ENSG00000154743.18	24	ENST00000415684.5	3
ENSG00000154743.18	24	ENST00000454502.6	8
ENSG00000154760.14	16	ENST00000285013.11	5
ENSG00000154760.14	16	ENST00000530782.5	1
ENSG00000154760.14	16	ENST00000533791.5	7
ENSG00000154760.14	16	ENST00000534689.5	3
ENSG00000154767.15	51	ENST00000285021.12	45
ENSG00000154767.15	51	ENST00000476581.6	6
ENSG00000154781.16	25	ENST00000383794.7	21
ENSG00000154781.16	25	ENST00000463438.5	1
ENSG00000154781.16	25	ENST00000465759.1	3
ENSG00000154783.12	9	ENST00000285046.10	6
ENSG00000154783.12	9	ENST00000476851.1	1
ENSG00000154783.12	9	ENST00000543601.5	2
ENSG00000154803.13	25	ENST00000285071.9	20
ENSG00000154803.13	25	ENST00000389169.9	5
ENSG00000154813.10	39	ENST00000383775.4	6
ENSG00000154813.10	39	ENST00000488423.2	33
ENSG00000154814.14	25	ENST00000285083.10	17
ENSG00000154814.14	25	ENST00000442255.5	2
ENSG00000154814.14	25	ENST00000486267.5	1
ENSG00000154814.14	25	ENST00000627468.2	5
ENSG00000154822.18	28	ENST00000419842.1	1
ENSG00000154822.18	28	ENST00000432376.5	25
ENSG00000154822.18	28	ENST00000615277.5	2
ENSG00000154832.15	107	ENST00000285106.10	83
ENSG00000154832.15	107	ENST00000412036.6	4
ENSG00000154832.15	107	ENST00000589940.5	5
ENSG00000154832.15	107	ENST00000590901.5	8
ENSG00000154832.15	107	ENST00000673786.1	7
ENSG00000154839.10	8	ENST00000285116.8	2
ENSG00000154839.10	8	ENST00000398452.6	5
ENSG00000154839.10	8	ENST00000494518.1	1
ENSG00000154845.15	34	ENST00000285124.12	11
ENSG00000154845.15	34	ENST00000400555.7	4
ENSG00000154845.15	34	ENST00000400556.7	17
ENSG00000154845.15	34	ENST00000579609.5	1
ENSG00000154845.15	34	ENST00000582594.5	1
ENSG00000154856.13	1	ENST00000355285.10	1
ENSG00000154889.17	3	ENST00000496196.5	1
ENSG00000154889.17	3	ENST00000588072.6	1
ENSG00000154889.17	3	ENST00000592447.5	1
ENSG00000154914.17	2	ENST00000570827.6	1
ENSG00000154914.17	2	ENST00000574408.5	1
ENSG00000154917.11	4	ENST00000285208.9	4
ENSG00000154920.15	15	ENST00000338165.9	11
ENSG00000154920.15	15	ENST00000393271.6	1
ENSG00000154920.15	15	ENST00000507616.1	1
ENSG00000154920.15	15	ENST00000510246.1	1
ENSG00000154920.15	15	ENST00000511711.5	1
ENSG00000154928.18	2	ENST00000398015.8	1
ENSG00000154928.18	2	ENST00000493838.1	1
ENSG00000154945.7	10	ENST00000285243.7	10
ENSG00000154957.14	11	ENST00000454073.7	9
ENSG00000154957.14	11	ENST00000580306.7	2
ENSG00000154978.13	24	ENST00000285279.10	23
ENSG00000154978.13	24	ENST00000453256.5	1
ENSG00000155008.14	1	ENST00000373173.7	1
ENSG00000155016.18	7	ENST00000508453.1	7
ENSG00000155034.19	1	ENST00000620087.1	1
ENSG00000155052.14	1	ENST00000431078.1	1
ENSG00000155085.15	2	ENST00000285397.9	1
ENSG00000155085.15	2	ENST00000532976.1	1
ENSG00000155090.15	57	ENST00000285407.11	53
ENSG00000155090.15	57	ENST00000395884.3	4
ENSG00000155093.19	1	ENST00000648371.1	1
ENSG00000155096.14	522	ENST00000337198.10	246
ENSG00000155096.14	522	ENST00000347770.8	258
ENSG00000155096.14	522	ENST00000518697.1	18
ENSG00000155097.12	56	ENST00000518738.2	51
ENSG00000155097.12	56	ENST00000518959.1	1
ENSG00000155097.12	56	ENST00000521514.5	4
ENSG00000155099.8	47	ENST00000285419.8	39
ENSG00000155099.8	47	ENST00000518869.1	8
ENSG00000155100.11	34	ENST00000404789.8	25
ENSG00000155100.11	34	ENST00000522894.5	4
ENSG00000155100.11	34	ENST00000615618.1	3
ENSG00000155100.11	34	ENST00000617869.4	2
ENSG00000155115.7	49	ENST00000329970.8	49
ENSG00000155158.20	10	ENST00000380850.8	1
ENSG00000155158.20	10	ENST00000505732.5	1
ENSG00000155158.20	10	ENST00000512701.6	8
ENSG00000155189.12	155	ENST00000285518.11	115
ENSG00000155189.12	155	ENST00000523234.5	13
ENSG00000155189.12	155	ENST00000530716.1	26
ENSG00000155189.12	155	ENST00000533159.1	1
ENSG00000155229.21	323	ENST00000327238.14	11
ENSG00000155229.21	323	ENST00000355839.10	18
ENSG00000155229.21	323	ENST00000370782.6	1
ENSG00000155229.21	323	ENST00000415383.5	4
ENSG00000155229.21	323	ENST00000438925.7	284
