width	numreads.median	iread_fpkm_allintron_lwm	interest_fpkm_allintron_lwm	superintronic_score_allintron_lwm	kma_tpm_allintron_lwm	irfinders_irratio_allintron_lwm	majiq_meanpsi_allintron_lwm	rmats_inclvl_allintron_lwm	suppa2_psi_allintron_lwm	intron	transcript	intron_position_in_tx	max_intron_persistence	motif	canonical_motif	gene_id	long_reads_per_gene	long_reads_per_transcript	short_read_gene_median_coverage	IRFinder-S_true_positives	IRFinder-S_false_positives	IRFinder-S_false_negatives	superintronic_true_positives	superintronic_false_positives	superintronic_false_negatives	iREAD_true_positives	iREAD_false_positives	iREAD_false_negatives	kma_true_positives	kma_false_positives	kma_false_negatives	IntEREst_true_positives	IntEREst_false_positives	IntEREst_false_negatives	rMATS_true_positives	rMATS_false_positives	rMATS_false_negatives	MAJIQ_true_positives	MAJIQ_false_positives	MAJIQ_false_negatives	SUPPA2_true_positives	SUPPA2_false_positives	SUPPA2_false_negatives	chrom	left	right	total_overlapping_features	max_features_per_base	%_bases_overlapped	gc_fract
1791.0	22.5	2.32	29.0	1.0	0.2070232	0.00595734	0.0	0.0	0.0	chr17:75244718-75246508	ENST00000537686.6	0.13333333333333333	0.0	CTAC	1	ENSG00000125447.18	78.0	45.0	137.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	75244718	75246509	0	0	0.0	0.532663316582915
127.0	22.5	15.31	23.0	2.0	0.1631547	0.00595734	0.0	0.0	0.0	chr17:75246585-75246711	ENST00000582717.5	0.06666666666666668	0.0	CTAC	1	ENSG00000125447.18	78.0	19.0	137.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	75246585	75246712	0	0	0.0	0.62992125984252
127.0	22.5	15.31	23.0	2.0	0.1631547	0.00595734	0.0	0.0	0.0	chr17:75246585-75246711	ENST00000537686.6	0.06666666666666668	0.0	CTAC	1	ENSG00000125447.18	78.0	45.0	137.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	75246585	75246712	0	0	0.0	0.62992125984252
14751.0	45.0	1.97	243.0	2.0	2.3073650000000003	0.014346200000000003	0.0	0.0	0.0	chr17:75246797-75261547	ENST00000537686.6	0.0	0.0	CTAC	1	ENSG00000125447.18	78.0	45.0	137.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	75246797	75261548	1	1	0.01145685038302488	0.481119924072944
15485.0	0.0	1.97	243.0	2.0	2.3073650000000003	0.014346200000000003	0.953	0.0	0.0	chr17:75246797-75262281	ENST00000582717.5	0.0	0.0	CTAC	1	ENSG00000125447.18	78.0	19.0	137.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	75246797	75262282	14	9	0.05560219567323217	0.488085243784307
339.0	12.0	0.0	0.0	0.0	0.0	0.0400466	0.0	0.0	0.0	chr17:76087721-76088059	ENST00000332065.9	0.5625	0.005208333333333333	CTAC	1	ENSG00000182473.22	266.0	180.0	320.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	76087721	76088060	2	2	1.0	0.6460176991150439
339.0	12.0	0.0	0.0	0.0	0.0	0.0400466	0.0	0.0	0.0	chr17:76087721-76088059	ENST00000634349.1	0.6111111111111112	0.005208333333333333	CTAC	1	ENSG00000182473.22	266.0	21.0	320.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	76087721	76088060	2	2	1.0	0.6460176991150439
918.0	71.0	15.73	106.0	16.0	1.475386	0.00321597	0.01825	0.0	0.0	chr17:7669691-7670608	ENST00000269305.9	1.0	0.014273356401384085	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	7669691	7670609	0	0	0.0	0.515250544662309
2819.0	71.0	3.5	61.0	2.0	0.30813820000000003	0.00321597	0.0	0.0	0.0	chr17:7670716-7673534	ENST00000269305.9	0.8888888888888888	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7670716	7673535	2	2	0.04717985101099681	0.474636395885066
92.0	71.0	2.36	3.0	0.0	0.0	0.00321597	0.0	0.0	0.0	chr17:7673609-7673700	ENST00000269305.9	0.7777777777777778	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7673609	7673701	0	0	0.0	0.489130434782609
343.0	71.0	9.55	28.0	4.0	0.4778477	0.00321597	0.0	0.0	0.0	chr17:7673838-7674180	ENST00000269305.9	0.6666666666666666	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7673838	7674181	0	0	0.0	0.542274052478134
568.0	71.0	21.65	48.0	2.0	2.101051e-51	0.00340883	0.0	0.0	0.0	chr17:7674291-7674858	ENST00000269305.9	0.5555555555555556	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7674291	7674859	1	1	0.5862676056338029	0.5475352112676061
81.0	71.0	20.03	24.0	0.0	0.0	0.00340883	0.0	0.0	0.0	chr17:7674972-7675052	ENST00000269305.9	0.4444444444444444	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7674972	7675053	0	0	0.0	0.6172839506172839
757.0	71.0	4.78	19.0	7.0	1.037176	0.0020713000000000003	0.0	0.0	0.0	chr17:7675237-7675993	ENST00000269305.9	0.3333333333333333	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	7675237	7675994	1	1	0.3394980184940555	0.483487450462351
109.0	71.0	14.46	20.0	0.0	0.0	0.0020713000000000003	0.0	0.009000000000000001	0.0	chr17:7676273-7676381	ENST00000269305.9	0.2222222222222222	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr17	7676273	7676382	0	0	0.0	0.6513761467889909
117.0	71.0	0.0	0.0	0.0	0.0	0.0020713000000000003	0.0	0.009000000000000001	0.0	chr17:7676404-7676520	ENST00000269305.9	0.1111111111111111	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr17	7676404	7676521	1	1	1.0	0.581196581196581
10754.0	71.0	1.32	69.0	1.0	0.21297800000000008	0.00261479	0.0242	0.0	0.0	chr17:7676623-7687376	ENST00000269305.9	0.0	0.0	CTAC	1	ENSG00000141510.18	90.0	68.0	405.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	7676623	7687377	5	2	0.20708573554026408	0.480472382369351
252.0	13.0	21.03	49.0	4.0	0.4732647	0.00501547	0.0	0.0	0.0	chr17:78214428-78214679	ENST00000301633.8	0.0	0.0	GTAG	1	ENSG00000089685.15	322.0	13.0	688.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78214428	78214680	0	0	0.0	0.7142857142857142
1176.0	14.0	3.13	20.0	4.0	0.4359155	0.0022855	0.0	0.6775	0.0	chr17:78214790-78215965	ENST00000301633.8	0.3333333333333333	0.0	GTAG	1	ENSG00000089685.15	322.0	13.0	688.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr17	78214790	78215966	2	2	0.2636054421768708	0.43367346938775503
629.0	14.0	0.0	0.0	0.0	0.0	0.0022855	0.0	0.6775	1.0	chr17:78216035-78216663	ENST00000301633.8	0.6666666666666666	0.07692307692307693	GTAG	1	ENSG00000089685.15	322.0	13.0	688.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	chr17	78216035	78216664	3	2	1.0	0.48489666136725
6683.0	14.0	1.72	70.0	2.0	0.2328552	0.0022855	0.0	0.0	0.0	chr17:78216782-78223464	ENST00000301633.8	1.0	0.0	GTAG	1	ENSG00000089685.15	322.0	13.0	688.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78216782	78223465	2	2	0.02468951069878797	0.483615142899895
265.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr17:78972705-78972969	ENST00000262776.8	1.0	0.004437869822485207	CTAC	1	ENSG00000108679.13	193.0	169.0	414.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	78972705	78972970	3	3	1.0	0.6075471698113211
1465.0	168.0	3.38	31.0	6.0	0.4343723	0.0152734	0.0	0.0	0.0	chr17:78973223-78974687	ENST00000262776.8	0.75	0.0	CTAC	1	ENSG00000108679.13	193.0	169.0	414.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78973223	78974688	4	2	0.12150170648464165	0.619795221843003
1145.0	168.0	2.58	18.0	4.0	0.4478567	0.00912745	0.0	0.0	0.0	chr17:78974820-78975964	ENST00000262776.8	0.5	0.0	CTAC	1	ENSG00000108679.13	193.0	169.0	414.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78974820	78975965	2	1	0.16593886462882096	0.490829694323144
983.0	168.0	10.62	54.0	8.0	1.095758	0.00912745	0.0	0.0	0.0	chr17:78976157-78977139	ENST00000262776.8	0.25	0.008629191321499016	CTAC	1	ENSG00000108679.13	193.0	169.0	414.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78976157	78977140	4	4	0.3204476093591048	0.607324516785351
2609.0	168.0	1.82	26.0	3.0	0.2347333	0.00493549	0.0	0.0	0.0	chr17:78977215-78979823	ENST00000262776.8	0.0	0.0	CTAC	1	ENSG00000108679.13	193.0	169.0	414.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	78977215	78979824	4	1	0.08853967037178996	0.58949789191261
185.0	68.0	0.0	0.0	0.0	0.0	0.182054	0.0	0.0	0.0	chr17:80101626-80101810	ENST00000390015.7	0.0	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	80101626	80101811	1	1	1.0	0.740540540540541
2664.0	68.0	7.0	89.0	10.0	0.9552602	0.0	0.0445	0.0	0.0	chr17:80101891-80104554	ENST00000390015.7	0.05263157894736842	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	80101891	80104555	2	2	0.31644144144144143	0.5604354354354351
616.0	74.0	9.71	46.0	13.0	1.616138	0.0680943	0.0	0.0	0.0	chr17:80105133-80105748	ENST00000390015.7	0.10526315789473684	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80105133	80105749	0	0	0.0	0.561688311688312
1662.0	74.0	3.69	43.0	5.0	0.5103723	0.0202332	0.0	0.0	0.0	chr17:80105895-80107556	ENST00000390015.7	0.15789473684210525	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80105895	80107557	0	0	0.0	0.5788206979542719
77.0	75.0	1.71	2.0	0.0	0.0	0.0	0.0	0.0	0.0	chr17:80107723-80107799	ENST00000390015.7	0.21052631578947367	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80107723	80107800	0	0	0.0	0.7402597402597401
393.0	75.0	4.6	16.0	6.0	0.5062505	0.0272231	0.0	0.0	0.0	chr17:80107897-80108289	ENST00000390015.7	0.2631578947368421	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80107897	80108290	0	0	0.0	0.6386768447837149
79.0	76.0	11.82	15.0	2.0	0.0	0.00490196	0.0	0.0	0.0	chr17:80108410-80108488	ENST00000390015.7	0.3157894736842105	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80108410	80108489	0	0	0.0	0.734177215189873
89.0	77.0	6.39	8.0	2.0	0.0	0.00606061	0.0	0.0	0.0	chr17:80108608-80108696	ENST00000390015.7	0.3684210526315789	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80108608	80108697	0	0	0.0	0.7078651685393259
1116.0	78.0	11.68	94.0	17.0	1.584785	0.0634586	0.065	0.0	0.0	chr17:80108829-80109944	ENST00000390015.7	0.42105263157894735	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	80108829	80109945	0	0	0.0	0.568996415770609
671.0	78.0	15.68	82.0	26.0	2.513184	0.0975784	0.0857	0.0	0.0	chr17:80110056-80110726	ENST00000390015.7	0.4736842105263158	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	80110056	80110727	0	0	0.0	0.652757078986587
100.0	80.0	3.02	5.0	1.0	0.0	0.00568182	0.0	0.0	0.0	chr17:80110841-80110940	ENST00000390015.7	0.5263157894736842	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80110841	80110941	0	0	0.0	0.63
957.0	82.0	29.58	160.0	45.0	3.3819440000000003	0.106527	0.11	0.0	0.0	chr17:80111026-80111982	ENST00000390015.7	0.5789473684210527	0.023923473740416045	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	80111026	80111983	1	1	0.2612330198537095	0.619644723092999
477.0	83.0	17.75	45.0	23.0	1.644481	0.1368	0.0	0.0	0.0	chr17:80112101-80112577	ENST00000390015.7	0.631578947368421	0.021582836339080563	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80112101	80112578	1	1	0.4067085953878407	0.675052410901468
164.0	84.0	3.24	7.0	6.0	0.3216559	0.0336134	0.0	0.0	0.0	chr17:80112712-80112875	ENST00000390015.7	0.6842105263157895	0.0074064722467701875	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80112712	80112876	1	1	0.18902439024390244	0.6768292682926829
190.0	85.0	5.73	11.0	9.0	0.9085828	0.0354894	0.0	0.0	0.0	chr17:80113028-80113217	ENST00000390015.7	0.7368421052631579	0.0074906367041198485	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80113028	80113218	0	0	0.0	0.6947368421052629
3601.0	85.0	2.38	57.0	3.0	0.4456642	0.013682	0.0172	0.0	0.0	chr17:80113367-80116967	ENST00000390015.7	0.7894736842105263	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	80113367	80116968	1	1	0.0394334906970286	0.448764232157734
490.0	85.0	6.15	24.0	1.0	0.1345115	0.00284538	0.0	0.0	0.0	chr17:80117110-80117599	ENST00000390015.7	0.8421052631578947	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80117110	80117600	0	0	0.0	0.640816326530612
443.0	85.0	3.34	12.0	0.0	0.0	0.0	0.0	0.0	0.0	chr17:80117750-80118192	ENST00000390015.7	0.8947368421052632	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80117750	80118193	0	0	0.0	0.661399548532731
295.0	85.0	0.38	1.0	0.0	0.0	0.0	0.0	0.0	0.0	chr17:80118358-80118652	ENST00000390015.7	0.9473684210526316	0.0	GTAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80118358	80118653	0	0	0.0	0.6271186440677969
466.0	85.0	7.21	27.0	2.0	0.1379586	0.00864553	0.0	0.0	0.0	chr17:80118806-80119271	ENST00000390015.7	1.0	0.009414395729254964	GCAG	1	ENSG00000171298.13	102.0	89.0	238.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	80118806	80119272	0	0	0.0	0.660944206008584
230.0	5.0	10.53	27.0	7.0	0.583903	0.02247	0.0	0.0	0.0	chr17:81700815-81701044	ENST00000329138.9	0.95	0.0	GTAG	1	ENSG00000185359.13	81.0	81.0	364.5	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81700815	81701045	0	0	0.0	0.61304347826087
343.0	10.0	0.0	0.0	0.0	0.0	0.994043	0.9932	0.996	1.0	chr17:81932964-81933306	ENST00000337943.9	1.0	0.5287037037037037	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	chr17	81932964	81933307	6	6	1.0	0.6093294460641401
949.0	89.5	58.9	409.0	74.0	6.071135	0.0448642	0.0486	0.0	0.0	chr17:81933377-81934325	ENST00000337943.9	0.8333333333333334	0.4723958333333333	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	chr17	81933377	81934326	0	0	0.0	0.6037934668071651
949.0	89.5	58.9	409.0	74.0	6.071135	0.0448642	0.0486	0.0	0.0	chr17:81933377-81934325	ENST00000619204.4	1.0	0.4723958333333333	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	chr17	81933377	81934326	0	0	0.0	0.6037934668071651
163.0	89.5	58.59	104.0	55.0	4.538409	0.0427665	0.04405	0.0	0.0	chr17:81934490-81934652	ENST00000337943.9	0.6666666666666666	0.4119047619047619	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	chr17	81934490	81934653	0	0	0.0	0.656441717791411
163.0	89.5	58.59	104.0	55.0	4.538409	0.0427665	0.04405	0.0	0.0	chr17:81934490-81934652	ENST00000619204.4	0.8333333333333334	0.4119047619047619	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	chr17	81934490	81934653	0	0	0.0	0.656441717791411
180.0	89.5	18.35	36.0	17.0	2.852273	0.0427665	0.0	0.0	0.0	chr17:81934746-81934925	ENST00000337943.9	0.5	0.05	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81934746	81934926	0	0	0.0	0.683333333333333
180.0	89.5	18.35	36.0	17.0	2.852273	0.0427665	0.0	0.0	0.0	chr17:81934746-81934925	ENST00000619204.4	0.6666666666666666	0.05	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81934746	81934926	0	0	0.0	0.683333333333333
189.0	89.5	40.25	77.0	4.0	0.0	0.00432653	0.0	0.0	0.0	chr17:81935148-81935336	ENST00000337943.9	0.3333333333333333	0.0	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81935148	81935337	0	0	0.0	0.6243386243386241
189.0	89.5	40.25	77.0	4.0	0.0	0.00432653	0.0	0.0	0.0	chr17:81935148-81935336	ENST00000619204.4	0.5	0.0	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81935148	81935337	0	0	0.0	0.6243386243386241
606.0	89.5	24.82	118.0	9.0	0.8697832	0.00432653	0.0	0.0	0.0	chr17:81935517-81936122	ENST00000337943.9	0.16666666666666666	0.0	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81935517	81936123	0	0	0.0	0.625412541254125
606.0	89.5	24.82	118.0	9.0	0.8697832	0.00432653	0.0	0.0	0.0	chr17:81935517-81936122	ENST00000619204.4	0.3333333333333333	0.0	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr17	81935517	81936123	0	0	0.0	0.625412541254125
554.0	89.5	25.87	119.0	4.0	0.7125251	0.0	0.0	0.972	0.0	chr17:81936194-81936747	ENST00000337943.9	0.0	0.0	CTAC	1	ENSG00000183010.17	547.0	10.0	24.0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr17	81936194	81936748	0	0	0.0	0.584837545126354
554.0	89.5	25.87	119.0	4.0	0.7125251	0.0	0.0	0.972	0.0	chr17:81936194-81936747	ENST00000619204.4	0.16666666666666666	0.0	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr17	81936194	81936748	0	0	0.0	0.584837545126354
400.0	169.0	0.0	0.0	0.0	0.0	0.406724	0.4853	0.972	0.0	chr17:81936862-81937261	ENST00000619204.4	0.0	0.0	CTAC	1	ENSG00000183010.17	547.0	169.0	24.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	chr17	81936862	81937262	8	6	1.0	0.7
73.0	25.5	0.0	0.0	0.0	0.0	0.13913699999999998	0.1466	0.099	0.0	chr17:82019220-82019292	ENST00000392359.8	1.0	0.06851851851851852	CTAC	1	ENSG00000169689.15	61.0	24.0	495.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	chr17	82019220	82019293	1	1	1.0	0.698630136986301
88.0	5.0	0.0	0.0	0.0	0.0	0.13913699999999998	0.1466	0.099	0.0	chr17:82019220-82019307	ENST00000580435.5	1.0	0.2	CTAC	1	ENSG00000169689.15	61.0	5.0	495.0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	chr17	82019220	82019308	3	3	1.0	0.693181818181818
259.0	24.0	0.0	0.0	0.0	0.0	0.07331010000000003	0.0	0.099	0.0	chr17:82019382-82019640	ENST00000392359.8	0.6666666666666666	0.027777777777777776	CTAC	1	ENSG00000169689.15	61.0	24.0	495.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr17	82019382	82019641	2	2	1.0	0.6332046332046329
476.0	16.0	0.0	0.0	0.0	0.0	0.0102141	0.0	0.099	0.0	chr17:82019382-82019857	ENST00000580435.5	0.5	0.0	CTAC	1	ENSG00000169689.15	61.0	5.0	495.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr17	82019382	82019858	3	3	1.0	0.6533613445378149
163.0	24.0	0.0	0.0	0.0	0.0	0.0102141	0.0	0.099	0.0	chr17:82019695-82019857	ENST00000392359.8	0.3333333333333333	0.0	CTAC	1	ENSG00000169689.15	61.0	24.0	495.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr17	82019695	82019858	1	1	1.0	0.699386503067485
2916.0	24.0	22.7	425.0	37.0	3.031679	0.0771466	0.0803	0.0	0.0	chr17:82019910-82022825	ENST00000580435.5	0.0	0.05555555555555555	CTAC	1	ENSG00000169689.15	61.0	5.0	495.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	82019910	82022826	4	4	0.06412894375857339	0.645747599451303
2916.0	24.0	22.7	425.0	37.0	3.031679	0.0771466	0.0803	0.0	0.0	chr17:82019910-82022825	ENST00000392359.8	0.0	0.05555555555555555	CTAC	1	ENSG00000169689.15	61.0	24.0	495.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	82019910	82022826	4	4	0.06412894375857339	0.645747599451303
2103.0	44.0	0.0	137.0	20.0	0.0	0.0	0.8583	0.0	0.0	chr17:8377693-8379795	ENST00000584164.6	1.0	0.0	CTAC	1	ENSG00000161970.15	62.0	44.0	6073.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	8377693	8379796	2	1	0.3247741321921065	0.424631478839753
2206.0	44.0	0.0	37.0	12.0	0.0	0.000575821	0.80105	0.0	0.0	chr17:8379937-8382142	ENST00000584164.6	0.5	0.0	CTAC	1	ENSG00000161970.15	62.0	44.0	6073.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	8379937	8382143	5	2	0.4116047144152312	0.439256572982774
465.0	44.0	0.0	46.0	30.0	0.0	0.00170606	0.9971	0.0	0.0	chr17:8382316-8382780	ENST00000584164.6	0.0	0.022727272727272728	CTAC	1	ENSG00000161970.15	62.0	44.0	6073.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr17	8382316	8382781	3	2	0.5268817204301075	0.38279569892473103
14018.0	10.0	3.51	35.0	0.0	0.05961335	0.0	0.0	0.0	0.0	chr18:26018381-26032398	ENST00000585121.5	1.0	0.0	CTAC	1	ENSG00000141380.14	115.0	8.0	375.0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr18	26018381	26032399	1	1	0.00142673705236125	0.351333999143958
